15969.162192257081,True,True
24614.774034123948,True,True
19201.231352360315,True,True
25048.960867295347,True,True
24851.78980667115,True,True
17852.340755625897,True,True
25246.790804065808,True,False
23862.506475456426,True,False
16758.994800850665,True,False
19013.59888975644,True,False
24677.734720726905,True,False
21438.65209412897,True,False
9059.36799654701,True,False
19376.608152819554,True,False
25715.74595245059,True,False
10811.627500107164,True,False
25726.125406178435,True,True
24505.193047830253,True,True
12263.722320198562,True,True
24065.53323445579,True,True
20538.90328398437,True,True
17429.71774663007,True,True
19850.281689774492,True,True
23672.261570022754,True,True
23886.93308491785,True,True
20926.266232951108,True,True
25343.03996054169,True,True
15767.91276968452,True,True
25277.239004302966,True,True
25477.196992091012,True,True
22357.548284838733,True,True
24506.552548399435,True,True
21283.29180624857,True,True
17330.069032566156,True,True
16663.055934140426,True,True
20140.581143116222,True,True
7182.305059139195,True,True
13365.10795030056,True,True
23802.02243340041,True,True
14680.237221159316,True,True
16359.759228781222,True,True
16421.05640878526,True,True
22458.561541058425,True,True
20256.617711199986,True,True
16007.186700045817,True,True
24468.28299072512,True,True
13204.866244043655,True,True
11110.873482283025,True,True
9195.017009122894,True,True
23880.181814011157,True,True
23098.463662811486,True,True
18155.29567603713,True,True
13198.591869499005,True,True
14589.005966732153,True,True
21685.94471940426,True,True
13939.132400687735,True,True
14446.570862326387,True,True
26606.440956940118,True,True
24552.983390448797,True,True
17362.136109488456,True,True
21964.65164695758,True,True
25452.789136889056,True,True
14776.241014295418,True,True
18423.67397676958,True,True
20738.20341001948,True,True
25668.053335658795,True,True
25723.29656903053,True,True
17137.703287624216,True,True
22298.632015125942,True,True
23815.217844014544,True,True
19249.54094398453,True,True
15305.164659545324,True,True
23753.1077347973,True,True
22280.833729383026,True,True
25632.5319829982,True,True
16486.08275996075,True,True
11096.510325726185,True,True
18547.15502340594,True,True
22865.391136800426,True,True
21146.95393274322,True,True
17390.158306787216,True,True
7435.136394736983,True,True
8101.345111885514,True,True
24159.679504785385,True,True
25858.494539480347,True,True
23306.353006243568,True,True
15320.372210938562,True,True
10286.509874983318,True,True
20293.78007595556,True,True
19090.703136670287,True,True
9494.392906281197,True,True
14994.329493953554,True,True
19233.884280701117,True,True
12027.829766791778,True,True
18907.669249587885,True,True
17041.625879048,True,True
23702.628511764644,True,True
20778.820731303167,True,True
7424.66693540258,True,True
19139.772577132557,True,True
8022.042877879025,True,True
25112.807949087426,True,True
25141.070102574406,True,True
25616.896767430073,True,True
7254.077768975165,True,True
24973.76663562578,True,True
21036.959968848918,True,True
24019.654001385403,True,True
24974.565548373783,True,True
18561.69882787906,True,True
23840.660585677968,True,True
16311.257680113102,True,True
22651.3843766829,True,True
17699.52223685602,True,True
25567.67592457316,True,True
24127.42559036155,True,True
24722.355574301204,True,True
18800.04873178328,True,True
17087.07027473529,True,True
24756.37141702156,True,True
8895.025152006428,True,True
23548.718197351867,True,True
23798.10185116604,True,True
19661.920134725973,True,True
11615.97977045293,True,True
17733.20505207956,True,True
16911.627857206033,True,True
25672.372597273956,True,True
23350.51985123242,True,True
20829.295145749376,True,True
18937.41753770676,True,True
22632.44645725842,True,True
14049.66742069678,True,True
20298.21430531077,True,True
19354.865059055133,True,True
27210.56530474921,True,True
17014.74997666646,True,True
25935.13114220403,True,True
18077.69382232972,True,True
23165.29680812441,True,True
15810.435970439747,True,True
20342.06941219134,True,True
19480.101644186492,True,True
13873.283210321964,True,True
23269.17356745063,True,True
6343.275285730802,True,True
20772.34939249177,True,True
20707.560254687152,True,True
8944.56240348195,True,True
23131.93891673244,True,True
17058.32077454529,True,True
24725.254302112604,True,True
8794.658560512948,True,True
25447.078308884946,True,True
25169.563948117626,True,True
22964.2366783393,True,True
15530.701585694796,True,True
21459.436472831127,True,True
27320.54496081433,True,True
16202.393072881538,True,True
22490.950027908155,True,True
8400.354135970128,True,True
25460.665184615616,True,True
18250.961177995632,True,True
18832.427723240304,True,True
24120.188391996253,True,True
18659.307209307233,True,True
5689.999229180632,True,True
23335.345108232257,True,True
6075.006594315539,True,True
20221.109735487233,True,True
24791.589496711465,True,True
7445.305879226771,True,True
13460.605755730365,True,True
28347.537745167705,True,True
30789.70102405148,True,True
25226.90116262596,True,True
6559.431248356059,True,True
33281.5703954196,True,True
16563.12796883405,True,True
8109.455045181974,True,True
7020.495314879456,True,True
19415.2254258995,True,True
14703.224495254972,True,True
26061.878134775547,True,True
20228.61758573001,True,True
24946.718576850348,True,True
17146.206563880965,True,True
18382.5314135179,True,True
24670.07980617567,True,True
24990.950158113632,True,True
9926.049462573801,True,True
25379.99633690351,True,True
24302.277523550387,True,True
26101.590778336868,True,True
20809.26166176342,True,True
25722.173446466048,True,True
15928.758957537817,True,True
17551.091609738705,True,True
15033.703355176658,True,True
16331.055228142637,True,True
25376.9123520609,True,True
23742.20942133067,True,True
18781.472954063087,True,True
8442.691038195926,True,True
22723.96725580206,True,True
22593.209993462093,True,False
25448.196767823276,True,False
18953.694309172475,True,False
13781.154979426026,True,False
25404.521018181786,True,False
22774.64927512822,True,False
15832.871853235663,True,False
23168.230578524286,True,False
23565.365514455632,True,False
23757.85323723514,True,False
