56572981.343332015,8428.929086515174,8215843.728062562,1490.4670370317401,True,True,True,
58068764.6482693,8434.343130617954,7925347.868374351,1931.9024779421459,True,True,True,
58070303.05438216,8428.299172679559,10812453.76265211,1453.7846035845998,True,True,True,
58953209.49620344,8435.936899607197,9833436.916733874,1969.7218221394141,True,True,True,
57095544.37560206,8430.5786452435,8815789.121402837,1673.9721225166907,True,True,True,
56211733.52287073,8429.887787684633,8351773.522272785,1591.2879103818852,True,True,True,
60121183.14547116,8430.994840401034,12201788.329314562,1717.1329428333022,True,True,True,
80256790.52395086,8435.726292333115,25113191.599333033,1152.533943723321,True,True,True,
58650485.91723046,8433.085092695705,8768518.774767416,1847.6674352822504,True,True,True,
71543444.39479713,8429.547876420933,18785784.56525585,1177.1272764414223,True,True,True,
57735801.437555626,8434.188874576083,8471203.626966126,1927.5382852332448,True,True,True,
56387455.112744674,8431.697244069266,7729418.278685194,1770.0484585071601,True,True,True,
56418959.71754633,8430.298915876148,8547755.34607696,1664.2388298075155,True,True,True,
82101631.35740717,8436.777873418454,27940197.003502395,1497.4938804114013,True,True,True,
57997069.82266691,8434.557962659275,9378178.062750515,1948.663170221019,True,True,True,
70002204.89295833,8429.729619562266,16984869.84483604,1347.2540910415407,True,True,True,
82030180.34021631,8429.329143331319,27721740.237009734,862.765977658753,True,True,True,
57126662.043175794,8431.048831567314,7618540.02139669,1720.8699230820707,True,True,True,
56134285.33730635,8431.691887366118,8432346.613806523,1761.9436279407428,True,True,True,
59760921.58549072,8433.225126935378,10583872.61709151,1892.7792384966403,True,True,True,
57311875.928453,8428.903272566931,9439988.873798814,1471.3693931079686,True,True,True,
59682986.10686431,8430.446099224246,11205907.869942121,1625.0897926808902,True,True,True,
59921564.34701222,8427.982019043342,11104606.882753385,1452.397229062032,True,True,True,
58353976.43029931,8428.713174456792,10142696.062311849,1530.2284509213177,True,True,True,
59832826.92755714,8436.614503862082,8653118.030953938,1969.598905197624,True,True,True,
57618586.33092887,8428.99198399833,9516692.95417783,1518.3450325776294,True,True,True,
61243287.0517793,8435.791024026723,10629245.714411404,1967.9077267945347,True,True,True,
76479610.93297985,8432.72647885966,21737151.920375038,1233.9368813720105,True,True,True,
76400055.8090101,8432.057873682297,21943032.345671512,1223.7484266031431,True,True,True,
56732242.2150289,8431.78841293302,8034110.805621527,1768.0241252922228,True,True,True,
62497700.616411954,8432.274180827219,10919548.906032482,1661.7003876467586,True,True,True,
56836048.7589151,8431.179435320853,8498264.534535075,1729.4041259326243,True,True,True,
73887831.9151178,8431.800975993532,20572344.089799315,1205.4233412425408,True,True,True,
59940885.91668646,8430.933513424548,11439353.653169854,1647.8108950664362,True,True,True,
59667358.15358369,8430.002531649337,11097846.047917753,1629.3716250894315,True,True,True,
61690841.770884134,8436.716314240868,11359580.939152483,1991.6307760515642,True,True,True,
59705064.07772883,8433.87476989884,9576794.507530447,1974.5893785698306,True,True,True,
57228641.2851419,8427.58393152942,8702614.272947837,1403.7889095890832,True,True,True,
72703302.95239435,8430.73902510392,19949962.035082594,1321.8599409359372,True,True,True,
86720629.4984977,8435.755838910727,31571947.816870205,1152.6528225600277,True,True,True,
58128667.79054579,8430.418614181504,8857453.983537784,1662.3678321480018,True,True,True,
61232909.37949354,8427.431305360844,11861923.773128644,1401.3853489884184,True,True,True,
63765528.46853208,8431.918742868838,14349270.313852226,1806.0087902945168,True,True,True,
61748325.05797982,8427.588134742562,14657311.682006584,1475.6057235015928,True,True,True,
62512477.61091686,8434.135824029423,15832479.067473503,1941.8999107842978,True,True,True,
62010286.1524086,8428.89287901269,15435855.735289138,1511.5216825434309,True,True,True,
63071083.73486975,8431.083270497626,14081182.155348532,1735.9732927777766,True,True,True,
62476839.68398734,8434.01250659685,13191303.32347453,2009.2509961945887,True,True,True,
67370385.81796658,8433.364782010809,16558380.027044846,1900.5982830670087,True,True,True,
63673140.690414414,8429.699614409627,13592001.555387173,1617.5735455032298,True,True,True,
